,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,x0_Autumn,x0_Spring,x0_Summer,x0_Winter,Weekday
1539,60,3,-4.4,80.0,4.3,346,-7.3,0.0,0.1,0.1,0,0,0,0,1,0
1540,35,4,-5.6,74.0,4.0,387,-9.5,0.0,0.0,0.2,0,0,0,0,1,0
1541,31,5,-6.3,65.0,3.9,1521,-11.8,0.0,0.0,0.3,0,0,0,0,1,0
1542,33,6,-7.8,57.0,4.8,1867,-14.8,0.0,0.4,0.3,0,0,0,0,1,0
1543,67,7,-8.8,58.0,4.0,1942,-15.5,0.0,0.0,0.3,0,0,0,0,1,0
1544,116,8,-9.5,56.0,3.5,1979,-16.6,0.01,0.0,0.3,0,0,0,0,1,0
1545,168,9,-9.4,47.0,3.3,1995,-18.6,0.42,0.0,0.3,0,0,0,0,1,0
1546,144,10,-8.5,43.0,4.0,1797,-18.8,1.09,0.0,0.2,0,0,0,0,1,0
1547,195,11,-7.7,41.0,4.6,1984,-18.7,1.65,0.0,0.2,0,0,0,0,1,0
1548,192,12,-6.0,38.0,3.4,1930,-18.0,2.04,0.0,0.0,0,0,0,0,1,0
1549,229,13,-5.8,38.0,3.7,1961,-17.8,2.25,0.0,0.0,0,0,0,0,1,0
1550,196,14,-5.0,31.0,4.0,2000,-19.5,2.18,0.0,0.0,0,0,0,0,1,0
1551,210,15,-4.5,31.0,4.3,1979,-19.1,1.91,0.0,0.0,0,0,0,0,1,0
1552,205,16,-4.2,31.0,3.5,1974,-18.8,1.42,0.0,0.0,0,0,0,0,1,0
1553,211,17,-5.6,32.0,4.6,2000,-19.7,0.53,0.0,0.0,0,0,0,0,1,0
1554,175,18,-6.6,36.0,4.4,2000,-19.2,0.15,0.0,0.0,0,0,0,0,1,0
1555,135,19,-7.6,32.0,4.8,2000,-21.4,0.0,0.0,0.0,0,0,0,0,1,0
1556,109,20,-8.5,31.0,4.1,2000,-22.6,0.0,0.0,0.0,0,0,0,0,1,0
1557,107,21,-9.1,38.0,2.7,2000,-20.8,0.0,0.0,0.0,0,0,0,0,1,0
1558,92,22,-9.7,45.0,3.0,2000,-19.4,0.0,0.0,0.0,0,0,0,0,1,0
1559,91,23,-10.0,48.0,2.6,2000,-18.9,0.0,0.0,0.0,0,0,0,0,1,0
1560,98,0,-10.4,49.0,2.4,2000,-19.0,0.0,0.0,0.0,0,0,0,0,1,0
1561,90,1,-10.5,48.0,3.1,2000,-19.4,0.0,0.0,0.0,0,0,0,0,1,0
1562,60,2,-10.5,49.0,2.0,2000,-19.1,0.0,0.0,0.0,0,0,0,0,1,0
1563,54,3,-10.6,47.0,3.7,2000,-19.7,0.0,0.0,0.0,0,0,0,0,1,0
1564,35,4,-11.2,47.0,2.3,2000,-20.3,0.0,0.0,0.0,0,0,0,0,1,0
1565,21,5,-11.5,51.0,3.3,1996,-19.6,0.0,0.0,0.0,0,0,0,0,1,0
1566,23,6,-11.8,54.0,2.4,1917,-19.2,0.0,0.0,0.0,0,0,0,0,1,0
1567,34,7,-12.4,54.0,2.5,1790,-19.8,0.0,0.0,0.0,0,0,0,0,1,0
1568,70,8,-12.8,56.0,2.4,1507,-19.7,0.02,0.0,0.0,0,0,0,0,1,0
1569,97,9,-12.4,51.0,3.8,1415,-20.4,0.38,0.0,0.0,0,0,0,0,1,0
1570,103,10,-11.2,43.0,3.5,1359,-21.3,1.04,0.0,0.0,0,0,0,0,1,0
1571,115,11,-9.7,37.0,2.8,1436,-21.6,1.57,0.0,0.0,0,0,0,0,1,0
1572,165,12,-8.3,32.0,1.8,1295,-22.1,1.99,0.0,0.0,0,0,0,0,1,0
1573,152,13,-8.3,34.0,4.0,1561,-21.4,2.22,0.0,0.0,0,0,0,0,1,0
1574,177,14,-7.4,33.0,4.0,1713,-20.9,2.17,0.0,0.0,0,0,0,0,1,0
1575,190,15,-6.4,30.0,4.9,1939,-21.1,1.89,0.0,0.0,0,0,0,0,1,0
1576,181,16,-5.4,29.0,3.6,1979,-20.6,1.4,0.0,0.0,0,0,0,0,1,0
1577,184,17,-5.9,27.0,3.6,1974,-21.9,0.81,0.0,0.0,0,0,0,0,1,0
1578,154,18,-7.0,26.0,4.1,2000,-23.3,0.16,0.0,0.0,0,0,0,0,1,0
1579,124,19,-7.7,31.0,3.3,2000,-21.9,0.0,0.0,0.0,0,0,0,0,1,0
1580,98,20,-8.2,28.0,3.5,2000,-23.5,0.0,0.0,0.0,0,0,0,0,1,0
1581,107,21,-8.9,35.0,3.2,2000,-21.6,0.0,0.0,0.0,0,0,0,0,1,0
1582,78,22,-9.7,45.0,1.3,2000,-19.4,0.0,0.0,0.0,0,0,0,0,1,0
1583,77,23,-10.3,48.0,2.0,2000,-19.2,0.0,0.0,0.0,0,0,0,0,1,0
1584,82,0,-10.5,52.0,2.4,2000,-18.4,0.0,0.0,0.0,0,0,0,0,1,1
1585,52,1,-11.2,54.0,1.0,2000,-18.6,0.0,0.0,0.0,0,0,0,0,1,1
1586,39,2,-11.2,55.0,1.5,2000,-18.4,0.0,0.0,0.0,0,0,0,0,1,1
1587,33,3,-11.3,54.0,0.6,2000,-18.7,0.0,0.0,0.0,0,0,0,0,1,1
1588,20,4,-11.7,51.0,1.2,2000,-19.8,0.0,0.0,0.0,0,0,0,0,1,1
1589,37,5,-11.6,45.0,2.4,2000,-21.1,0.0,0.0,0.0,0,0,0,0,1,1
1590,110,6,-11.5,40.0,2.3,2000,-22.4,0.0,0.0,0.0,0,0,0,0,1,1
1591,227,7,-11.6,44.0,1.6,2000,-21.4,0.0,0.0,0.0,0,0,0,0,1,1
1592,433,8,-11.5,40.0,2.8,2000,-22.4,0.02,0.0,0.0,0,0,0,0,1,1
1593,216,9,-11.1,38.0,2.4,1945,-22.6,0.43,0.0,0.0,0,0,0,0,1,1
1594,123,10,-9.6,32.0,3.7,2000,-23.2,1.14,0.0,0.0,0,0,0,0,1,1
1595,156,11,-8.5,27.0,4.7,1894,-24.2,1.73,0.0,0.0,0,0,0,0,1,1
1596,157,12,-7.8,28.0,4.1,2000,-23.1,2.12,0.0,0.0,0,0,0,0,1,1
1597,169,13,-7.0,25.0,4.2,1999,-23.7,2.29,0.0,0.0,0,0,0,0,1,1
1598,170,14,-6.4,24.0,4.6,1970,-23.7,2.23,0.0,0.0,0,0,0,0,1,1
1599,169,15,-5.7,25.0,4.4,1995,-22.6,1.94,0.0,0.0,0,0,0,0,1,1
1600,199,16,-5.4,25.0,3.4,1985,-22.3,1.44,0.0,0.0,0,0,0,0,1,1
1601,225,17,-6.4,28.0,4.5,2000,-21.9,0.81,0.0,0.0,0,0,0,0,1,1
1602,388,18,-7.6,29.0,3.5,2000,-22.6,0.16,0.0,0.0,0,0,0,0,1,1
1603,246,19,-8.3,29.0,4.1,2000,-23.2,0.0,0.0,0.0,0,0,0,0,1,1
1604,206,20,-9.1,35.0,3.8,2000,-21.7,0.0,0.0,0.0,0,0,0,0,1,1
1605,177,21,-9.8,41.0,3.9,1949,-20.6,0.0,0.0,0.0,0,0,0,0,1,1
1606,183,22,-10.3,43.0,3.7,1876,-20.5,0.0,0.0,0.0,0,0,0,0,1,1
1607,115,23,-10.5,47.0,2.8,1794,-19.6,0.0,0.0,0.0,0,0,0,0,1,1
1608,126,0,-10.6,47.0,3.5,1803,-19.7,0.0,0.0,0.0,0,0,0,0,1,1
1609,87,1,-10.9,36.0,3.3,2000,-23.0,0.0,0.0,0.0,0,0,0,0,1,1
1610,59,2,-11.2,36.0,2.9,1981,-23.3,0.0,0.0,0.0,0,0,0,0,1,1
1611,36,3,-11.6,35.0,3.2,1992,-24.0,0.0,0.0,0.0,0,0,0,0,1,1
1612,32,4,-12.0,36.0,2.7,1998,-24.0,0.0,0.0,0.0,0,0,0,0,1,1
1613,40,5,-12.3,37.0,2.9,2000,-24.0,0.0,0.0,0.0,0,0,0,0,1,1
1614,94,6,-12.5,40.0,3.4,1991,-23.3,0.0,0.0,0.0,0,0,0,0,1,1
1615,213,7,-12.7,41.0,3.7,1982,-23.2,0.0,0.0,0.0,0,0,0,0,1,1
1616,438,8,-12.7,41.0,3.1,2000,-23.2,0.02,0.0,0.0,0,0,0,0,1,1
1617,217,9,-12.3,39.0,3.7,1984,-23.4,0.45,0.0,0.0,0,0,0,0,1,1
1618,128,10,-11.3,35.0,4.2,1848,-23.7,1.15,0.0,0.0,0,0,0,0,1,1
1619,175,11,-9.9,32.0,3.3,1863,-23.5,1.72,0.0,0.0,0,0,0,0,1,1
1620,172,12,-8.2,31.0,2.7,1858,-22.3,2.09,0.0,0.0,0,0,0,0,1,1
1621,165,13,-7.5,28.0,4.3,1904,-22.9,2.3,0.0,0.0,0,0,0,0,1,1
1622,147,14,-7.0,26.0,4.4,1986,-23.3,2.24,0.0,0.0,0,0,0,0,1,1
1623,171,15,-5.9,25.0,3.1,1936,-22.8,1.93,0.0,0.0,0,0,0,0,1,1
1624,175,16,-5.9,24.0,3.5,2000,-23.2,1.44,0.0,0.0,0,0,0,0,1,1
1625,227,17,-6.6,29.0,2.5,2000,-21.7,0.68,0.0,0.0,0,0,0,0,1,1
1626,392,18,-7.6,36.0,3.3,2000,-20.1,0.11,0.0,0.0,0,0,0,0,1,1
1627,251,19,-8.4,37.0,4.0,2000,-20.5,0.0,0.0,0.0,0,0,0,0,1,1
1628,193,20,-9.6,34.0,2.6,2000,-22.5,0.0,0.0,0.0,0,0,0,0,1,1
1629,175,21,-10.6,39.0,3.1,2000,-21.9,0.0,0.0,0.0,0,0,0,0,1,1
1630,169,22,-11.1,43.0,1.8,1960,-21.2,0.0,0.0,0.0,0,0,0,0,1,1
1631,106,23,-11.8,46.0,1.1,1860,-21.1,0.0,0.0,0.0,0,0,0,0,1,1
1632,116,0,-12.3,47.0,0.4,1848,-21.3,0.0,0.0,0.0,0,0,0,0,1,1
1633,96,1,-12.3,47.0,1.9,1837,-21.3,0.0,0.0,0.0,0,0,0,0,1,1
1634,83,2,-12.5,50.0,1.0,1722,-20.8,0.0,0.0,0.0,0,0,0,0,1,1
1635,51,3,-12.5,49.0,1.5,1885,-21.0,0.0,0.0,0.0,0,0,0,0,1,1
1636,34,4,-13.1,54.0,0.7,1369,-20.4,0.0,0.0,0.0,0,0,0,0,1,1
1637,45,5,-13.0,53.0,0.7,1810,-20.5,0.0,0.0,0.0,0,0,0,0,1,1
1638,92,6,-13.2,50.0,0.5,1873,-21.4,0.0,0.0,0.0,0,0,0,0,1,1
1639,214,7,-13.2,56.0,0.9,1665,-20.1,0.0,0.0,0.0,0,0,0,0,1,1
1640,469,8,-13.3,60.0,0.6,1598,-19.4,0.02,0.0,0.0,0,0,0,0,1,1
1641,237,9,-12.0,50.0,1.3,1523,-20.3,0.43,0.0,0.0,0,0,0,0,1,1
1642,155,10,-9.6,39.0,0.7,1580,-21.0,1.06,0.0,0.0,0,0,0,0,1,1
1643,176,11,-7.0,28.0,3.3,1829,-22.4,1.56,0.0,0.0,0,0,0,0,1,1
1644,188,12,-6.0,24.0,2.6,1964,-23.3,1.97,0.0,0.0,0,0,0,0,1,1
1645,228,13,-4.5,23.0,2.6,1937,-22.5,2.12,0.0,0.0,0,0,0,0,1,1
1646,199,14,-3.5,20.0,1.5,1976,-23.2,2.02,0.0,0.0,0,0,0,0,1,1
1647,221,15,-2.1,20.0,2.3,1961,-22.1,1.87,0.0,0.0,0,0,0,0,1,1
1648,240,16,-1.7,18.0,2.0,1919,-22.9,1.41,0.0,0.0,0,0,0,0,1,1
1649,320,17,-2.3,20.0,2.2,1994,-22.2,0.77,0.0,0.0,0,0,0,0,1,1
1650,448,18,-4.0,27.0,2.5,2000,-20.2,0.16,0.0,0.0,0,0,0,0,1,1
1651,280,19,-5.2,33.0,2.6,2000,-19.0,0.0,0.0,0.0,0,0,0,0,1,1
1652,218,20,-5.8,44.0,2.1,1994,-16.1,0.0,0.0,0.0,0,0,0,0,1,1
1653,223,21,-6.3,48.0,2.2,1965,-15.5,0.0,0.0,0.0,0,0,0,0,1,1
1654,200,22,-6.8,50.0,1.7,1856,-15.5,0.0,0.0,0.0,0,0,0,0,1,1
1655,164,23,-7.6,50.0,1.0,1839,-16.2,0.0,0.0,0.0,0,0,0,0,1,1
1656,136,0,-8.2,50.0,1.1,1850,-16.8,0.0,0.0,0.0,0,0,0,0,1,1
1657,126,1,-8.5,60.0,1.2,1908,-14.8,0.0,0.0,0.0,0,0,0,0,1,1
1658,103,2,-8.3,65.0,0.4,1750,-13.7,0.0,0.0,0.0,0,0,0,0,1,1
1659,57,3,-8.6,64.0,0.9,1754,-14.1,0.0,0.0,0.0,0,0,0,0,1,1
1660,46,4,-9.0,54.0,0.6,1833,-16.6,0.0,0.0,0.0,0,0,0,0,1,1
1661,39,5,-9.0,56.0,0.4,1678,-16.1,0.0,0.0,0.0,0,0,0,0,1,1
1662,99,6,-9.3,61.0,0.7,1684,-15.4,0.0,0.0,0.0,0,0,0,0,1,1
1663,255,7,-9.6,67.0,1.0,1503,-14.5,0.0,0.0,0.0,0,0,0,0,1,1
1664,507,8,-9.7,65.0,0.8,1508,-15.0,0.02,0.0,0.0,0,0,0,0,1,1
1665,270,9,-8.5,55.0,1.0,1482,-15.9,0.4,0.0,0.0,0,0,0,0,1,1
1666,160,10,-6.3,46.0,1.3,1346,-16.0,1.01,0.0,0.0,0,0,0,0,1,1
1667,217,11,-3.1,39.0,1.2,1495,-15.1,1.54,0.0,0.0,0,0,0,0,1,1
1668,253,12,-1.5,35.0,1.2,1551,-15.0,1.9,0.0,0.0,0,0,0,0,1,1
1669,270,13,0.3,30.0,1.4,1697,-15.2,2.11,0.0,0.0,0,0,0,0,1,1
1670,253,14,0.9,25.0,2.4,1730,-16.9,2.09,0.0,0.0,0,0,0,0,1,1
1671,286,15,1.4,25.0,2.2,1686,-16.5,1.81,0.0,0.0,0,0,0,0,1,1
1672,284,16,2.0,25.0,2.3,1755,-16.0,1.3,0.0,0.0,0,0,0,0,1,1
1673,337,17,1.5,24.0,1.9,1788,-16.9,0.72,0.0,0.0,0,0,0,0,1,1
1674,564,18,-0.5,26.0,1.7,1999,-17.7,0.15,0.0,0.0,0,0,0,0,1,1
1675,378,19,-1.8,35.0,1.4,1558,-15.2,0.0,0.0,0.0,0,0,0,0,1,1
1676,277,20,-2.8,40.0,1.5,1593,-14.5,0.0,0.0,0.0,0,0,0,0,1,1
1677,268,21,-3.3,42.0,1.1,1596,-14.4,0.0,0.0,0.0,0,0,0,0,1,1
1678,233,22,-3.9,41.0,0.4,1462,-15.2,0.0,0.0,0.0,0,0,0,0,1,1
1679,195,23,-4.3,44.0,0.7,1247,-14.7,0.0,0.0,0.0,0,0,0,0,1,1
1680,178,0,-4.6,38.0,0.1,1551,-16.7,0.0,0.0,0.0,0,0,0,0,1,1
1681,159,1,-4.8,44.0,1.1,1432,-15.2,0.0,0.0,0.0,0,0,0,0,1,1
1682,107,2,-5.1,47.0,0.9,1460,-14.6,0.0,0.0,0.0,0,0,0,0,1,1
1683,78,3,-5.2,48.0,0.7,1309,-14.5,0.0,0.0,0.0,0,0,0,0,1,1
1684,46,4,-4.4,47.0,0.9,1343,-14.0,0.0,0.0,0.0,0,0,0,0,1,1
1685,36,5,-4.2,44.0,1.1,1196,-14.6,0.0,0.0,0.0,0,0,0,0,1,1
1686,117,6,-4.0,41.0,0.8,1242,-15.3,0.0,0.0,0.0,0,0,0,0,1,1
1687,273,7,-3.6,42.0,0.9,1258,-14.6,0.0,0.0,0.0,0,0,0,0,1,1
1688,589,8,-3.3,39.0,0.9,1279,-15.3,0.02,0.0,0.0,0,0,0,0,1,1
1689,308,9,-2.4,36.0,1.2,1276,-15.4,0.2,0.0,0.0,0,0,0,0,1,1
1690,199,10,-1.3,34.0,0.5,1192,-15.1,0.32,0.0,0.0,0,0,0,0,1,1
1691,238,11,-0.2,31.0,0.8,1269,-15.3,0.5,0.0,0.0,0,0,0,0,1,1
1692,260,12,1.6,28.0,0.5,1193,-14.9,0.88,0.0,0.0,0,0,0,0,1,1
1693,268,13,2.6,27.0,0.8,1120,-14.5,0.82,0.0,0.0,0,0,0,0,1,1
1694,283,14,4.0,25.0,0.9,1009,-14.3,1.06,0.0,0.0,0,0,0,0,1,1
1695,315,15,5.0,24.0,1.0,1037,-13.9,1.16,0.0,0.0,0,0,0,0,1,1
1696,319,16,6.0,28.0,1.7,1183,-11.1,1.03,0.0,0.0,0,0,0,0,1,1
1697,422,17,4.8,38.0,3.0,1582,-8.3,0.47,0.0,0.0,0,0,0,0,1,1
1698,659,18,4.1,40.0,2.1,1327,-8.3,0.1,0.0,0.0,0,0,0,0,1,1
1699,407,19,3.3,58.0,1.7,1024,-4.1,0.0,0.0,0.0,0,0,0,0,1,1
1700,308,20,3.0,61.0,1.9,842,-3.8,0.0,0.0,0.0,0,0,0,0,1,1
1701,243,21,2.9,63.0,1.0,786,-3.4,0.0,0.0,0.0,0,0,0,0,1,1
1702,263,22,2.5,66.0,1.1,759,-3.2,0.0,0.0,0.0,0,0,0,0,1,1
1703,193,23,2.0,70.0,0.7,689,-2.9,0.0,0.0,0.0,0,0,0,0,1,1
1704,197,0,1.5,71.0,1.1,590,-3.1,0.0,0.0,0.0,0,0,0,0,1,0
1705,237,1,1.7,71.0,1.2,584,-3.0,0.0,0.0,0.0,0,0,0,0,1,0
1706,169,2,1.9,71.0,1.5,584,-2.8,0.0,0.0,0.0,0,0,0,0,1,0
1707,145,3,2.0,71.0,1.2,534,-2.7,0.0,0.0,0.0,0,0,0,0,1,0
1708,79,4,1.9,74.0,1.2,514,-2.2,0.0,0.0,0.0,0,0,0,0,1,0
1709,41,5,1.8,75.0,2.0,484,-2.1,0.0,0.0,0.0,0,0,0,0,1,0
1710,48,6,1.6,78.0,1.6,448,-1.8,0.0,0.0,0.0,0,0,0,0,1,0
1711,97,7,1.6,81.0,1.4,393,-1.3,0.0,0.0,0.0,0,0,0,0,1,0
1712,188,8,1.6,82.0,1.3,349,-1.1,0.01,0.0,0.0,0,0,0,0,1,0
1713,222,9,1.6,78.0,2.0,260,-1.8,0.17,0.0,0.0,0,0,0,0,1,0
1714,223,10,1.8,73.0,2.8,270,-2.5,0.69,0.0,0.0,0,0,0,0,1,0
1715,235,11,2.6,62.0,2.9,294,-3.9,1.12,0.0,0.0,0,0,0,0,1,0
1716,248,12,2.9,53.0,4.7,354,-5.7,1.37,0.0,0.0,0,0,0,0,1,0
1717,296,13,2.8,31.0,4.0,967,-12.6,1.42,0.0,0.0,0,0,0,0,1,0
1718,286,14,2.2,24.0,4.5,1700,-16.3,1.66,0.0,0.0,0,0,0,0,1,0
1719,277,15,2.0,20.0,4.1,1942,-18.6,1.49,0.0,0.0,0,0,0,0,1,0
1720,291,16,0.3,17.0,4.9,2000,-21.9,0.87,0.0,0.0,0,0,0,0,1,0
1721,277,17,-0.9,19.0,5.0,2000,-21.6,0.48,0.0,0.0,0,0,0,0,1,0
1722,216,18,-2.0,15.0,5.6,2000,-25.2,0.13,0.0,0.0,0,0,0,0,1,0
1723,151,19,-3.1,14.0,5.1,2000,-26.9,0.0,0.0,0.0,0,0,0,0,1,0
1724,132,20,-4.4,19.0,5.8,2000,-24.6,0.0,0.0,0.0,0,0,0,0,1,0
1725,124,21,-5.6,28.0,4.1,2000,-21.2,0.0,0.0,0.0,0,0,0,0,1,0
1726,128,22,-6.2,32.0,3.5,2000,-20.2,0.0,0.0,0.0,0,0,0,0,1,0
1727,118,23,-6.7,35.0,2.1,2000,-19.6,0.0,0.0,0.0,0,0,0,0,1,0
1728,112,0,-6.9,36.0,2.1,2000,-19.5,0.0,0.0,0.0,0,0,0,0,1,0
1729,95,1,-7.0,38.0,2.6,2000,-18.9,0.0,0.0,0.0,0,0,0,0,1,0
1730,93,2,-7.0,42.0,1.6,2000,-17.7,0.0,0.0,0.0,0,0,0,0,1,0
1731,58,3,-7.2,43.0,2.0,2000,-17.6,0.0,0.0,0.0,0,0,0,0,1,0
1732,34,4,-7.5,42.0,2.4,1998,-18.2,0.0,0.0,0.0,0,0,0,0,1,0
1733,19,5,-7.8,39.0,2.8,2000,-19.3,0.0,0.0,0.0,0,0,0,0,1,0
1734,39,6,-8.4,33.0,1.4,1963,-21.8,0.0,0.0,0.0,0,0,0,0,1,0
1735,40,7,-9.2,34.0,2.0,1945,-22.2,0.0,0.0,0.0,0,0,0,0,1,0
1736,81,8,-9.4,29.0,1.9,1967,-24.1,0.03,0.0,0.0,0,0,0,0,1,0
1737,126,9,-8.6,28.0,1.5,1786,-23.8,0.49,0.0,0.0,0,0,0,0,1,0
1738,130,10,-6.9,21.0,3.4,1827,-25.6,1.16,0.0,0.0,0,0,0,0,1,0
1739,155,11,-5.0,25.0,3.2,1853,-22.0,1.75,0.0,0.0,0,0,0,0,1,0
1740,174,12,-3.9,28.0,2.9,1921,-19.7,2.12,0.0,0.0,0,0,0,0,1,0
1741,212,13,-2.4,28.0,3.0,1953,-18.4,2.35,0.0,0.0,0,0,0,0,1,0
1742,191,14,-2.2,29.0,4.1,1983,-17.8,1.93,0.0,0.0,0,0,0,0,1,0
1743,181,15,-2.6,31.0,2.7,1987,-17.4,1.36,0.0,0.0,0,0,0,0,1,0
1744,175,16,-3.6,36.0,4.4,2000,-16.5,0.67,0.0,0.0,0,0,0,0,1,0
1745,198,17,-4.2,47.0,2.7,2000,-13.8,0.31,0.0,0.0,0,0,0,0,1,0
1746,150,18,-4.6,56.0,3.6,2000,-12.0,0.09,0.0,0.0,0,0,0,0,1,0
1747,147,19,-5.2,66.0,3.1,2000,-10.5,0.0,0.0,0.0,0,0,0,0,1,0
1748,127,20,-5.7,67.0,2.6,2000,-10.8,0.0,0.0,0.0,0,0,0,0,1,0
1749,119,21,-5.6,69.0,2.2,1984,-10.3,0.0,0.0,0.0,0,0,0,0,1,0
1750,103,22,-5.8,57.0,3.2,1980,-12.9,0.0,0.0,0.0,0,0,0,0,1,0
1751,91,23,-7.0,49.0,3.4,1984,-15.9,0.0,0.0,0.0,0,0,0,0,1,0
1752,103,0,-7.7,52.0,3.2,1982,-15.8,0.0,0.0,0.0,0,0,0,0,1,1
1753,69,1,-7.9,52.0,3.7,1961,-16.0,0.0,0.0,0.0,0,0,0,0,1,1
1754,45,2,-8.3,49.0,2.7,2000,-17.1,0.0,0.0,0.0,0,0,0,0,1,1
1755,21,3,-8.5,35.0,2.7,2000,-21.2,0.0,0.0,0.0,0,0,0,0,1,1
1756,33,4,-8.6,31.0,3.5,2000,-22.7,0.0,0.0,0.0,0,0,0,0,1,1
1757,30,5,-9.2,37.0,1.1,2000,-21.2,0.0,0.0,0.0,0,0,0,0,1,1
1758,109,6,-9.5,36.0,1.5,2000,-21.8,0.0,0.0,0.0,0,0,0,0,1,1
1759,236,7,-9.5,35.0,1.1,2000,-22.1,0.0,0.0,0.0,0,0,0,0,1,1
1760,517,8,-9.1,33.0,2.1,1998,-22.4,0.03,0.0,0.0,0,0,0,0,1,1
1761,262,9,-8.4,28.0,2.2,1947,-23.7,0.49,0.0,0.0,0,0,0,0,1,1
1762,161,10,-6.7,23.0,2.4,1938,-24.4,1.25,0.0,0.0,0,0,0,0,1,1
1763,190,11,-6.1,25.0,2.8,1976,-22.9,1.28,0.0,0.0,0,0,0,0,1,1
1764,202,12,-4.6,32.0,4.2,1874,-18.8,1.43,0.0,0.0,0,0,0,0,1,1
1765,246,13,-2.7,29.0,2.9,1961,-18.3,2.29,0.0,0.0,0,0,0,0,1,1
1766,182,14,-2.4,30.0,3.4,1824,-17.6,2.08,0.0,0.0,0,0,0,0,1,1
1767,228,15,-2.1,30.0,3.9,1933,-17.3,2.22,0.0,0.0,0,0,0,0,1,1
1768,239,16,-2.4,33.0,4.5,1815,-16.5,1.55,0.0,0.0,0,0,0,0,1,1
1769,288,17,-3.1,36.0,4.4,1988,-16.0,0.89,0.0,0.0,0,0,0,0,1,1
1770,475,18,-4.4,46.0,3.5,2000,-14.3,0.23,0.0,0.0,0,0,0,0,1,1
1771,340,19,-4.9,52.0,2.0,2000,-13.2,0.0,0.0,0.0,0,0,0,0,1,1
1772,244,20,-4.7,55.0,1.7,2000,-12.3,0.0,0.0,0.0,0,0,0,0,1,1
1773,253,21,-4.3,59.0,3.0,1239,-11.1,0.0,0.0,0.0,0,0,0,0,1,1
1774,200,22,-4.2,57.0,1.7,2000,-11.4,0.0,0.0,0.0,0,0,0,0,1,1
1775,140,23,-4.4,58.0,2.4,2000,-11.4,0.0,0.0,0.0,0,0,0,0,1,1
1776,158,0,-5.0,60.0,1.8,1995,-11.5,0.0,0.0,0.0,0,0,0,0,1,1
1777,146,1,-5.5,60.0,1.3,1994,-12.0,0.0,0.0,0.0,0,0,0,0,1,1
1778,106,2,-6.0,58.0,2.0,2000,-12.9,0.0,0.0,0.0,0,0,0,0,1,1
1779,70,3,-6.2,61.0,1.3,1992,-12.5,0.0,0.0,0.0,0,0,0,0,1,1
1780,46,4,-6.4,62.0,1.8,1978,-12.4,0.0,0.0,0.0,0,0,0,0,1,1
1781,51,5,-6.7,64.0,1.6,1981,-12.3,0.0,0.0,0.0,0,0,0,0,1,1
1782,96,6,-7.1,70.0,1.0,1977,-11.6,0.0,0.0,0.0,0,0,0,0,1,1
1783,294,7,-7.2,70.0,1.9,1946,-11.7,0.0,0.0,0.0,0,0,0,0,1,1
1784,568,8,-7.1,68.0,0.6,1931,-12.0,0.03,0.0,0.0,0,0,0,0,1,1
1785,285,9,-5.9,52.0,1.4,1935,-14.1,0.53,0.0,0.0,0,0,0,0,1,1
1786,200,10,-2.4,41.0,1.5,1905,-13.8,1.19,0.0,0.0,0,0,0,0,1,1
1787,252,11,-0.3,40.0,3.4,1728,-12.2,1.73,0.0,0.0,0,0,0,0,1,1
1788,281,12,1.0,41.0,3.3,1794,-10.8,2.11,0.0,0.0,0,0,0,0,1,1
1789,256,13,2.6,40.0,3.5,1854,-9.6,2.28,0.0,0.0,0,0,0,0,1,1
1790,300,14,3.7,39.0,3.8,1908,-9.0,2.19,0.0,0.0,0,0,0,0,1,1
1791,295,15,3.7,40.0,5.3,1950,-8.6,1.96,0.0,0.0,0,0,0,0,1,1
1792,328,16,3.9,41.0,4.0,1973,-8.1,1.24,0.0,0.0,0,0,0,0,1,1
1793,410,17,3.5,46.0,3.1,1992,-7.0,0.39,0.0,0.0,0,0,0,0,1,1
1794,604,18,3.1,50.0,3.7,2000,-6.3,0.07,0.0,0.0,0,0,0,0,1,1
1795,406,19,2.4,57.0,3.2,1995,-5.2,0.0,0.0,0.0,0,0,0,0,1,1
1796,323,20,2.3,59.0,3.8,1981,-4.9,0.0,0.0,0.0,0,0,0,0,1,1
1797,290,21,2.6,57.0,3.8,2000,-5.0,0.0,0.0,0.0,0,0,0,0,1,1
1798,291,22,2.6,57.0,3.1,2000,-5.0,0.0,0.0,0.0,0,0,0,0,1,1
1799,211,23,2.4,59.0,3.2,2000,-4.8,0.0,0.0,0.0,0,0,0,0,1,1
1800,178,0,2.0,65.0,2.2,1885,-3.9,0.0,0.0,0.0,0,0,0,0,1,1
1801,213,1,1.3,67.0,1.2,1738,-4.1,0.0,0.0,0.0,0,0,0,0,1,1
1802,129,2,1.2,64.0,0.9,1680,-4.8,0.0,0.0,0.0,0,0,0,0,1,1
1803,101,3,1.1,65.0,1.0,1596,-4.7,0.0,0.0,0.0,0,0,0,0,1,1
1804,51,4,1.1,67.0,1.7,1506,-4.3,0.0,0.0,0.0,0,0,0,0,1,1
1805,56,5,1.0,68.0,0.6,1519,-4.2,0.0,0.0,0.0,0,0,0,0,1,1
1806,108,6,1.1,66.0,0.9,1550,-4.5,0.0,0.0,0.0,0,0,0,0,1,1
